item,sample,metadata_extract,linecut_qr
C67S3M3_GD2-70-5_Speed10_th0.110_3334.4s_T200.001C_5.00s_62755_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":3334.4,""theta"":0.11,""sequence_ID"":62755.0,""annealing_temperature"":200.001},""time"":1.5084270486777072e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_3388.3s_T200.002C_5.00s_62760_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":3388.3,""theta"":0.11,""sequence_ID"":62760.0,""annealing_temperature"":200.002},""time"":1.5084270486822636e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_3448.3s_T200.001C_5.00s_62765_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":3448.3,""theta"":0.11,""sequence_ID"":62765.0,""annealing_temperature"":200.001},""time"":1.5084270486868145e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_3512.3s_T200.000C_5.00s_62770_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":3512.3,""theta"":0.11,""sequence_ID"":62770.0,""annealing_temperature"":200.0},""time"":1.5084270486915889e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_3568.4s_T200.001C_5.00s_62775_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":3568.4,""theta"":0.11,""sequence_ID"":62775.0,""annealing_temperature"":200.001},""time"":1.508427048696073e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_3628.4s_T200.002C_5.00s_62780_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":3628.4,""theta"":0.11,""sequence_ID"":62780.0,""annealing_temperature"":200.002},""time"":1.5084270487008383e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_3692.3s_T200.000C_5.00s_62785_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":3692.3,""theta"":0.11,""sequence_ID"":62785.0,""annealing_temperature"":200.0},""time"":1.5084270487055514e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_3749.4s_T200.001C_5.00s_62790_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":3749.4,""theta"":0.11,""sequence_ID"":62790.0,""annealing_temperature"":200.001},""time"":1.50842704871012e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_3809.4s_T200.001C_5.00s_62795_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":3809.4,""theta"":0.11,""sequence_ID"":62795.0,""annealing_temperature"":200.001},""time"":1.5084270487148263e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_3864.3s_T200.001C_5.00s_62800_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":3864.3,""theta"":0.11,""sequence_ID"":62800.0,""annealing_temperature"":200.001},""time"":1.5084270487195153e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_3924.4s_T200.001C_5.00s_62805_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":3924.4,""theta"":0.11,""sequence_ID"":62805.0,""annealing_temperature"":200.001},""time"":1.5084270487242532e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_3977.4s_T200.001C_5.00s_62810_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":3977.4,""theta"":0.11,""sequence_ID"":62810.0,""annealing_temperature"":200.001},""time"":1.508427048728861e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_4033.4s_T200.001C_5.00s_62815_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":4033.4,""theta"":0.11,""sequence_ID"":62815.0,""annealing_temperature"":200.001},""time"":1.5084270487334108e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_4089.3s_T200.001C_5.00s_62820_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":4089.3,""theta"":0.11,""sequence_ID"":62820.0,""annealing_temperature"":200.001},""time"":1.5084270487382007e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_4154.4s_T200.000C_5.00s_62825_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":4154.4,""theta"":0.11,""sequence_ID"":62825.0,""annealing_temperature"":200.0},""time"":1.508427048742815e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_4207.4s_T200.000C_5.00s_62830_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":4207.4,""theta"":0.11,""sequence_ID"":62830.0,""annealing_temperature"":200.0},""time"":1.5084270487475963e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_4267.4s_T200.001C_5.00s_62835_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":4267.4,""theta"":0.11,""sequence_ID"":62835.0,""annealing_temperature"":200.001},""time"":1.5084270487522495e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_4320.4s_T200.001C_5.00s_62840_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":4320.4,""theta"":0.11,""sequence_ID"":62840.0,""annealing_temperature"":200.001},""time"":1.508427048756842e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_4370.4s_T200.001C_5.00s_62845_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":4370.4,""theta"":0.11,""sequence_ID"":62845.0,""annealing_temperature"":200.001},""time"":1.5084270487614875e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_4423.5s_T200.000C_5.00s_62850_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":4423.5,""theta"":0.11,""sequence_ID"":62850.0,""annealing_temperature"":200.0},""time"":1.5084270487661238e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_4474.4s_T200.000C_5.00s_62855_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":4474.4,""theta"":0.11,""sequence_ID"":62855.0,""annealing_temperature"":200.0},""time"":1.5084270487706e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_4527.4s_T200.002C_5.00s_62860_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":4527.4,""theta"":0.11,""sequence_ID"":62860.0,""annealing_temperature"":200.002},""time"":1.5084270487753878e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_4581.4s_T200.001C_5.00s_62865_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":4581.4,""theta"":0.11,""sequence_ID"":62865.0,""annealing_temperature"":200.001},""time"":1.5084270487799895e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_4633.5s_T200.000C_5.00s_62870_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":4633.5,""theta"":0.11,""sequence_ID"":62870.0,""annealing_temperature"":200.0},""time"":1.5084270487847235e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_4686.5s_T200.001C_5.00s_62875_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":4686.5,""theta"":0.11,""sequence_ID"":62875.0,""annealing_temperature"":200.001},""time"":1.5084270487892935e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_4737.4s_T200.002C_5.00s_62880_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":4737.4,""theta"":0.11,""sequence_ID"":62880.0,""annealing_temperature"":200.002},""time"":1.5084270487938015e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_4786.5s_T200.001C_5.00s_62885_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":4786.5,""theta"":0.11,""sequence_ID"":62885.0,""annealing_temperature"":200.001},""time"":1.5084270487986064e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_48.1s_T89.999C_5.00s_62515_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":48.1,""theta"":0.11,""sequence_ID"":62515.0,""annealing_temperature"":89.999},""time"":1.5084270488034258e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_4837.4s_T200.000C_5.00s_62890_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":4837.4,""theta"":0.11,""sequence_ID"":62890.0,""annealing_temperature"":200.0},""time"":1.5084270488081996e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_4890.4s_T200.001C_5.00s_62895_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":4890.4,""theta"":0.11,""sequence_ID"":62895.0,""annealing_temperature"":200.001},""time"":1.508427048813102e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_4939.5s_T200.001C_5.00s_62900_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":4939.5,""theta"":0.11,""sequence_ID"":62900.0,""annealing_temperature"":200.001},""time"":1.5084270488179877e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_4990.5s_T200.001C_5.00s_62905_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":4990.5,""theta"":0.11,""sequence_ID"":62905.0,""annealing_temperature"":200.001},""time"":1.5084270488229156e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_5037.5s_T200.001C_5.00s_62910_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":5037.5,""theta"":0.11,""sequence_ID"":62910.0,""annealing_temperature"":200.001},""time"":1.5084270488277514e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_5088.5s_T199.999C_5.00s_62915_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":5088.5,""theta"":0.11,""sequence_ID"":62915.0,""annealing_temperature"":199.999},""time"":1.508427048832433e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_5139.5s_T200.001C_5.00s_62920_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":5139.5,""theta"":0.11,""sequence_ID"":62920.0,""annealing_temperature"":200.001},""time"":1.5084270488371751e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_5186.5s_T200.001C_5.00s_62925_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":5186.5,""theta"":0.11,""sequence_ID"":62925.0,""annealing_temperature"":200.001},""time"":1.5084270488418186e+09}",
C67S3M3_GD2-70-5_Speed10_th0.110_5237.5s_T200.000C_5.00s_62930_saxs,C67S3M3_GD2-70-5_Speed10,"{""data"":{""annealing_time"":5237.5,""theta"":0.11,""sequence_ID"":62930.0,""annealing_temperature"":200.0},""time"":1.508427048846569e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_1397.2s_T159.628C_5.00s_62544_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":1397.2,""theta"":0.11,""sequence_ID"":62544.0,""annealing_temperature"":159.628},""time"":1.5084270488512132e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_1463.1s_T193.004C_5.00s_62549_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":1463.1,""theta"":0.11,""sequence_ID"":62549.0,""annealing_temperature"":193.004},""time"":1.508427048855933e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_1528.2s_T201.795C_5.00s_62554_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":1528.2,""theta"":0.11,""sequence_ID"":62554.0,""annealing_temperature"":201.795},""time"":1.508427048860602e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_159.0s_T143.626C_5.00s_62524_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":159.0,""theta"":0.11,""sequence_ID"":62524.0,""annealing_temperature"":143.626},""time"":1.508427048865104e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_1829.2s_T200.003C_5.00s_62634_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":1829.2,""theta"":0.11,""sequence_ID"":62634.0,""annealing_temperature"":200.003},""time"":1.5084270488698788e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_1898.2s_T200.002C_5.00s_62639_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":1898.2,""theta"":0.11,""sequence_ID"":62639.0,""annealing_temperature"":200.002},""time"":1.5084270488744884e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_1972.2s_T200.002C_5.00s_62644_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":1972.2,""theta"":0.11,""sequence_ID"":62644.0,""annealing_temperature"":200.002},""time"":1.5084270488791406e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_2038.2s_T200.001C_5.00s_62649_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":2038.2,""theta"":0.11,""sequence_ID"":62649.0,""annealing_temperature"":200.001},""time"":1.5084270488840356e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_2104.2s_T200.000C_5.00s_62654_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":2104.2,""theta"":0.11,""sequence_ID"":62654.0,""annealing_temperature"":200.0},""time"":1.5084270488886027e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_2172.2s_T200.002C_5.00s_62659_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":2172.2,""theta"":0.11,""sequence_ID"":62659.0,""annealing_temperature"":200.002},""time"":1.5084270488934135e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_2236.2s_T200.002C_5.00s_62664_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":2236.2,""theta"":0.11,""sequence_ID"":62664.0,""annealing_temperature"":200.002},""time"":1.5084270488981314e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_2308.2s_T200.001C_5.00s_62669_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":2308.2,""theta"":0.11,""sequence_ID"":62669.0,""annealing_temperature"":200.001},""time"":1.5084270489031084e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_2372.3s_T200.001C_5.00s_62674_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":2372.3,""theta"":0.11,""sequence_ID"":62674.0,""annealing_temperature"":200.001},""time"":1.5084270489078786e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_2434.2s_T200.001C_5.00s_62679_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":2434.2,""theta"":0.11,""sequence_ID"":62679.0,""annealing_temperature"":200.001},""time"":1.5084270489125133e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_2499.2s_T200.001C_5.00s_62684_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":2499.2,""theta"":0.11,""sequence_ID"":62684.0,""annealing_temperature"":200.001},""time"":1.5084270489173183e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_2563.3s_T200.002C_5.00s_62689_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":2563.3,""theta"":0.11,""sequence_ID"":62689.0,""annealing_temperature"":200.002},""time"":1.508427048921999e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_2621.2s_T200.001C_5.00s_62694_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":2621.2,""theta"":0.11,""sequence_ID"":62694.0,""annealing_temperature"":200.001},""time"":1.5084270489265068e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_2678.2s_T200.001C_5.00s_62699_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":2678.2,""theta"":0.11,""sequence_ID"":62699.0,""annealing_temperature"":200.001},""time"":1.508427048931205e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_2732.3s_T200.001C_5.00s_62704_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":2732.3,""theta"":0.11,""sequence_ID"":62704.0,""annealing_temperature"":200.001},""time"":1.5084270489368937e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_2793.3s_T200.001C_5.00s_62709_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":2793.3,""theta"":0.11,""sequence_ID"":62709.0,""annealing_temperature"":200.001},""time"":1.5084270489426658e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_2853.3s_T200.002C_5.00s_62714_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":2853.3,""theta"":0.11,""sequence_ID"":62714.0,""annealing_temperature"":200.002},""time"":1.5084270489472659e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_2915.3s_T200.000C_5.00s_62719_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":2915.3,""theta"":0.11,""sequence_ID"":62719.0,""annealing_temperature"":200.0},""time"":1.5084270489520848e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_2978.3s_T200.001C_5.00s_62724_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":2978.3,""theta"":0.11,""sequence_ID"":62724.0,""annealing_temperature"":200.001},""time"":1.508427048956819e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_3037.3s_T200.001C_5.00s_62729_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":3037.3,""theta"":0.11,""sequence_ID"":62729.0,""annealing_temperature"":200.001},""time"":1.5084270489615371e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_3097.3s_T200.000C_5.00s_62734_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":3097.3,""theta"":0.11,""sequence_ID"":62734.0,""annealing_temperature"":200.0},""time"":1.5084270489663854e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_3158.3s_T200.001C_5.00s_62739_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":3158.3,""theta"":0.11,""sequence_ID"":62739.0,""annealing_temperature"":200.001},""time"":1.5084270489710865e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_3216.4s_T200.000C_5.00s_62744_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":3216.4,""theta"":0.11,""sequence_ID"":62744.0,""annealing_temperature"":200.0},""time"":1.5084270489759955e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_3269.3s_T200.001C_5.00s_62749_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":3269.3,""theta"":0.11,""sequence_ID"":62749.0,""annealing_temperature"":200.001},""time"":1.5084270489807246e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_3325.4s_T200.001C_5.00s_62754_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":3325.4,""theta"":0.11,""sequence_ID"":62754.0,""annealing_temperature"":200.001},""time"":1.5084270489854712e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_3376.3s_T200.000C_5.00s_62759_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":3376.3,""theta"":0.11,""sequence_ID"":62759.0,""annealing_temperature"":200.0},""time"":1.5084270489903135e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_3434.3s_T200.000C_5.00s_62764_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":3434.3,""theta"":0.11,""sequence_ID"":62764.0,""annealing_temperature"":200.0},""time"":1.508427048995104e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_3500.3s_T200.000C_5.00s_62769_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":3500.3,""theta"":0.11,""sequence_ID"":62769.0,""annealing_temperature"":200.0},""time"":1.5084270489998991e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_3556.4s_T200.001C_5.00s_62774_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":3556.4,""theta"":0.11,""sequence_ID"":62774.0,""annealing_temperature"":200.001},""time"":1.5084270490047512e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_3618.3s_T200.001C_5.00s_62779_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":3618.3,""theta"":0.11,""sequence_ID"":62779.0,""annealing_temperature"":200.001},""time"":1.5084270490093462e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_3680.4s_T200.001C_5.00s_62784_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":3680.4,""theta"":0.11,""sequence_ID"":62784.0,""annealing_temperature"":200.001},""time"":1.5084270490141292e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_37.0s_T89.999C_5.00s_62514_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":37.0,""theta"":0.11,""sequence_ID"":62514.0,""annealing_temperature"":89.999},""time"":1.5084270490189598e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_3737.4s_T200.000C_5.00s_62789_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":3737.4,""theta"":0.11,""sequence_ID"":62789.0,""annealing_temperature"":200.0},""time"":1.5084270490238805e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_3797.4s_T200.001C_5.00s_62794_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":3797.4,""theta"":0.11,""sequence_ID"":62794.0,""annealing_temperature"":200.001},""time"":1.5084270490284655e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_3852.4s_T200.000C_5.00s_62799_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":3852.4,""theta"":0.11,""sequence_ID"":62799.0,""annealing_temperature"":200.0},""time"":1.5084270490330136e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_3912.3s_T200.001C_5.00s_62804_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":3912.3,""theta"":0.11,""sequence_ID"":62804.0,""annealing_temperature"":200.001},""time"":1.5084270490378811e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_3967.4s_T200.000C_5.00s_62809_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":3967.4,""theta"":0.11,""sequence_ID"":62809.0,""annealing_temperature"":200.0},""time"":1.5084270490425425e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_4023.4s_T200.000C_5.00s_62814_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":4023.4,""theta"":0.11,""sequence_ID"":62814.0,""annealing_temperature"":200.0},""time"":1.5084270490474231e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_4078.4s_T199.999C_5.00s_62819_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":4078.4,""theta"":0.11,""sequence_ID"":62819.0,""annealing_temperature"":199.999},""time"":1.5084270490521717e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_4138.4s_T200.000C_5.00s_62824_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":4138.4,""theta"":0.11,""sequence_ID"":62824.0,""annealing_temperature"":200.0},""time"":1.5084270490566194e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_4198.4s_T200.000C_5.00s_62829_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":4198.4,""theta"":0.11,""sequence_ID"":62829.0,""annealing_temperature"":200.0},""time"":1.5084270490638874e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_4257.4s_T200.001C_5.00s_62834_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":4257.4,""theta"":0.11,""sequence_ID"":62834.0,""annealing_temperature"":200.001},""time"":1.508427049068511e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_4311.4s_T200.000C_5.00s_62839_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":4311.4,""theta"":0.11,""sequence_ID"":62839.0,""annealing_temperature"":200.0},""time"":1.5084270490731382e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_4361.5s_T200.000C_5.00s_62844_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":4361.5,""theta"":0.11,""sequence_ID"":62844.0,""annealing_temperature"":200.0},""time"":1.5084270490777736e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_4413.4s_T200.001C_5.00s_62849_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":4413.4,""theta"":0.11,""sequence_ID"":62849.0,""annealing_temperature"":200.001},""time"":1.5084270490824583e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_4465.4s_T200.000C_5.00s_62854_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":4465.4,""theta"":0.11,""sequence_ID"":62854.0,""annealing_temperature"":200.0},""time"":1.5084270490872514e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_4513.4s_T199.999C_5.00s_62859_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":4513.4,""theta"":0.11,""sequence_ID"":62859.0,""annealing_temperature"":199.999},""time"":1.5084270490917912e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_4571.5s_T200.000C_5.00s_62864_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":4571.5,""theta"":0.11,""sequence_ID"":62864.0,""annealing_temperature"":200.0},""time"":1.508427049096521e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_4624.4s_T200.000C_5.00s_62869_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":4624.4,""theta"":0.11,""sequence_ID"":62869.0,""annealing_temperature"":200.0},""time"":1.5084270491013265e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_4676.5s_T200.001C_5.00s_62874_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":4676.5,""theta"":0.11,""sequence_ID"":62874.0,""annealing_temperature"":200.001},""time"":1.5084270491060216e+09}",
C67S3M3_GD2-70-5_Speed20_th0.110_4727.5s_T199.999C_5.00s_62879_saxs,C67S3M3_GD2-70-5_Speed20,"{""data"":{""annealing_time"":4727.5,""theta"":0.11,""sequence_ID"":62879.0,""annealing_temperature"":199.999},""time"":1.5084270491106534e+09}",
