item,sample,metadata_extract,linecut_qr
L74S6M6hp50_NoPB_S11_th0.110_1055.1s_T200.004C_5.00s_58377_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":1055.1,""theta"":0.11,""sequence_ID"":58377.0,""annealing_temperature"":200.004},""time"":1.5084270711642985e+09}","{""data"":{""fit_peaks_prefactor1"":2.16593874743,""fit_peaks_d0"":46.323034229,""fit_peaks_b"":1.52479695881,""fit_peaks_m"":-63.6854860515,""fit_peaks_sigma1"":0.000854387464071,""fit_peaks_chi_squared"":0.016074787771,""time"":1.503000213090283e+09,""fit_peaks_prefactor_total"":2.16593874743,""fit_peaks_grain_size"":293.383082037,""fit_peaks_x_center1"":0.0135638466084},""time"":1.503000213090283e+09}"
L74S6M6hp50_NoPB_S11_th0.110_106.1s_T193.040C_5.00s_58297_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":106.1,""theta"":0.11,""sequence_ID"":58297.0,""annealing_temperature"":193.04},""time"":1.5084270711957796e+09}","{""data"":{""fit_peaks_prefactor1"":7.41973792482,""fit_peaks_d0"":46.1714174825,""fit_peaks_b"":3.69937788121,""fit_peaks_m"":-158.90529696,""fit_peaks_sigma1"":0.00119901499566,""fit_peaks_chi_squared"":0.0884807178983,""time"":1.5030002137202964e+09,""fit_peaks_prefactor_total"":7.41973792482,""fit_peaks_grain_size"":209.057291502,""fit_peaks_x_center1"":0.0136083872876},""time"":1.5030002137202964e+09}"
L74S6M6hp50_NoPB_S11_th0.110_1112.1s_T200.003C_5.00s_58382_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":1112.1,""theta"":0.11,""sequence_ID"":58382.0,""annealing_temperature"":200.003},""time"":1.5084270712130928e+09}","{""data"":{""fit_peaks_prefactor1"":2.26467278458,""fit_peaks_d0"":46.2931549202,""fit_peaks_b"":1.72781176116,""fit_peaks_m"":-72.491823475,""fit_peaks_sigma1"":0.00086407026005,""fit_peaks_chi_squared"":0.0150948795604,""time"":1.5030002143716736e+09,""fit_peaks_prefactor_total"":2.26467278458,""fit_peaks_grain_size"":290.095422852,""fit_peaks_x_center1"":0.0135726012151},""time"":1.5030002143716736e+09}"
L74S6M6hp50_NoPB_S11_th0.110_1173.2s_T200.004C_5.00s_58387_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":1173.2,""theta"":0.11,""sequence_ID"":58387.0,""annealing_temperature"":200.004},""time"":1.5084270712300975e+09}","{""data"":{""fit_peaks_prefactor1"":2.05504180453,""fit_peaks_d0"":46.3486982745,""fit_peaks_b"":1.63938508015,""fit_peaks_m"":-68.3373185401,""fit_peaks_sigma1"":0.000885947665331,""fit_peaks_chi_squared"":0.0150594416418,""time"":1.5030002150119236e+09,""fit_peaks_prefactor_total"":2.05504180453,""fit_peaks_grain_size"":282.931867504,""fit_peaks_x_center1"":0.0135563360808},""time"":1.5030002150119236e+09}"
L74S6M6hp50_NoPB_S11_th0.110_1226.2s_T200.004C_5.00s_58392_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":1226.2,""theta"":0.11,""sequence_ID"":58392.0,""annealing_temperature"":200.004},""time"":1.5084270712474148e+09}","{""data"":{""fit_peaks_prefactor1"":1.87251171245,""fit_peaks_d0"":46.2011487772,""fit_peaks_b"":1.70871349358,""fit_peaks_m"":-72.1665355057,""fit_peaks_sigma1"":0.000845229346685,""fit_peaks_chi_squared"":0.0152333634314,""time"":1.5030002156577163e+09,""fit_peaks_prefactor_total"":1.87251171245,""fit_peaks_grain_size"":296.56190766,""fit_peaks_x_center1"":0.0135996300384},""time"":1.5030002156577163e+09}"
L74S6M6hp50_NoPB_S11_th0.110_1288.1s_T200.004C_5.00s_58397_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":1288.1,""theta"":0.11,""sequence_ID"":58397.0,""annealing_temperature"":200.004},""time"":1.5084270712732892e+09}","{""data"":{""fit_peaks_prefactor1"":1.85647875426,""fit_peaks_d0"":46.1353386696,""fit_peaks_b"":1.46846943205,""fit_peaks_m"":-61.7596659856,""fit_peaks_sigma1"":0.000838146407921,""fit_peaks_chi_squared"":0.0145558602463,""time"":1.5030002162977617e+09,""fit_peaks_prefactor_total"":1.85647875426,""fit_peaks_grain_size"":299.06806865,""fit_peaks_x_center1"":0.0136190293349},""time"":1.5030002162977617e+09}"
L74S6M6hp50_NoPB_S11_th0.110_1349.1s_T200.005C_5.00s_58402_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":1349.1,""theta"":0.11,""sequence_ID"":58402.0,""annealing_temperature"":200.005},""time"":1.508427071333034e+09}","{""data"":{""fit_peaks_prefactor1"":1.89184578004,""fit_peaks_d0"":45.8543473447,""fit_peaks_b"":1.47890700457,""fit_peaks_m"":-62.6674479097,""fit_peaks_sigma1"":0.00081719532136,""fit_peaks_chi_squared"":0.0148685446665,""time"":1.5030002169539852e+09,""fit_peaks_prefactor_total"":1.89184578004,""fit_peaks_grain_size"":306.735514645,""fit_peaks_x_center1"":0.0137024855243},""time"":1.5030002169539852e+09}"
L74S6M6hp50_NoPB_S11_th0.110_1408.2s_T200.003C_5.00s_58407_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":1408.2,""theta"":0.11,""sequence_ID"":58407.0,""annealing_temperature"":200.003},""time"":1.508427071349249e+09}","{""data"":{""fit_peaks_prefactor1"":1.75043661565,""fit_peaks_d0"":45.9912751588,""fit_peaks_b"":1.28564990215,""fit_peaks_m"":-52.8330994054,""fit_peaks_sigma1"":0.000807265858967,""fit_peaks_chi_squared"":0.00605803285694,""time"":1.5030002176016169e+09,""fit_peaks_prefactor_total"":1.75043661565,""fit_peaks_grain_size"":310.508396557,""fit_peaks_x_center1"":0.0136616897129},""time"":1.5030002176016169e+09}"
L74S6M6hp50_NoPB_S11_th0.110_1467.2s_T200.004C_5.00s_58412_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":1467.2,""theta"":0.11,""sequence_ID"":58412.0,""annealing_temperature"":200.004},""time"":1.5084270713661144e+09}","{""data"":{""fit_peaks_prefactor1"":2.05156085311,""fit_peaks_d0"":45.9235340685,""fit_peaks_b"":1.32782317619,""fit_peaks_m"":-54.9175285574,""fit_peaks_sigma1"":0.000800226260165,""fit_peaks_chi_squared"":0.0135970731143,""time"":1.5030002182824771e+09,""fit_peaks_prefactor_total"":2.05156085311,""fit_peaks_grain_size"":313.239942178,""fit_peaks_x_center1"":0.0136818418587},""time"":1.5030002182824771e+09}"
L74S6M6hp50_NoPB_S11_th0.110_1524.2s_T200.005C_5.00s_58417_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":1524.2,""theta"":0.11,""sequence_ID"":58417.0,""annealing_temperature"":200.005},""time"":1.5084270713827872e+09}","{""data"":{""fit_peaks_prefactor1"":2.07935293641,""fit_peaks_d0"":45.8864680004,""fit_peaks_b"":1.44755539726,""fit_peaks_m"":-59.6253042221,""fit_peaks_sigma1"":0.000802828504961,""fit_peaks_chi_squared"":0.0147508879691,""time"":1.5030002189188976e+09,""fit_peaks_prefactor_total"":2.07935293641,""fit_peaks_grain_size"":312.224623209,""fit_peaks_x_center1"":0.0136928937462},""time"":1.5030002189188976e+09}"
L74S6M6hp50_NoPB_S11_th0.110_1581.2s_T200.004C_5.00s_58422_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":1581.2,""theta"":0.11,""sequence_ID"":58422.0,""annealing_temperature"":200.004},""time"":1.5084270713995378e+09}","{""data"":{""fit_peaks_prefactor1"":1.74986159405,""fit_peaks_d0"":45.9511839602,""fit_peaks_b"":1.57505599148,""fit_peaks_m"":-66.2464085999,""fit_peaks_sigma1"":0.000863169782911,""fit_peaks_chi_squared"":0.0162867080153,""time"":1.5030002194890473e+09,""fit_peaks_prefactor_total"":1.74986159405,""fit_peaks_grain_size"":290.398056588,""fit_peaks_x_center1"":0.0136736091776},""time"":1.5030002194890473e+09}"
L74S6M6hp50_NoPB_S11_th0.110_163.1s_T202.125C_5.00s_58302_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":163.1,""theta"":0.11,""sequence_ID"":58302.0,""annealing_temperature"":202.125},""time"":1.5084270714174194e+09}","{""data"":{""fit_peaks_prefactor1"":3.1224368308,""fit_peaks_d0"":45.9445241101,""fit_peaks_b"":1.50863140067,""fit_peaks_m"":-63.1619481849,""fit_peaks_sigma1"":0.00089858697009,""fit_peaks_chi_squared"":0.0147234512252,""time"":1.5030002201729417e+09,""fit_peaks_prefactor_total"":3.1224368308,""fit_peaks_grain_size"":278.952216988,""fit_peaks_x_center1"":0.0136755912242},""time"":1.5030002201729417e+09}"
L74S6M6hp50_NoPB_S11_th0.110_1642.2s_T200.003C_5.00s_58427_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":1642.2,""theta"":0.11,""sequence_ID"":58427.0,""annealing_temperature"":200.003},""time"":1.5084270714356322e+09}","{""data"":{""fit_peaks_prefactor1"":1.91323367401,""fit_peaks_d0"":45.6889700693,""fit_peaks_b"":1.49770381702,""fit_peaks_m"":-61.5612589381,""fit_peaks_sigma1"":0.000758229652864,""fit_peaks_chi_squared"":0.0178591724607,""time"":1.503000220820827e+09,""fit_peaks_prefactor_total"":1.91323367401,""fit_peaks_grain_size"":330.589586567,""fit_peaks_x_center1"":0.0137520834846},""time"":1.503000220820827e+09}"
L74S6M6hp50_NoPB_S11_th0.110_1699.2s_T200.003C_5.00s_58432_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":1699.2,""theta"":0.11,""sequence_ID"":58432.0,""annealing_temperature"":200.003},""time"":1.5084270714577186e+09}","{""data"":{""fit_peaks_prefactor1"":1.92303236789,""fit_peaks_d0"":45.7113232634,""fit_peaks_b"":1.38085666423,""fit_peaks_m"":-57.1395683293,""fit_peaks_sigma1"":0.000760915590828,""fit_peaks_chi_squared"":0.0151703054434,""time"":1.5030002214497712e+09,""fit_peaks_prefactor_total"":1.92303236789,""fit_peaks_grain_size"":329.422646197,""fit_peaks_x_center1"":0.0137453586084},""time"":1.5030002214497712e+09}"
L74S6M6hp50_NoPB_S11_th0.110_1756.2s_T200.003C_5.00s_58437_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":1756.2,""theta"":0.11,""sequence_ID"":58437.0,""annealing_temperature"":200.003},""time"":1.5084270714774132e+09}","{""data"":{""fit_peaks_prefactor1"":1.78031715499,""fit_peaks_d0"":46.1041343355,""fit_peaks_b"":1.29046385239,""fit_peaks_m"":-52.235748947,""fit_peaks_sigma1"":0.000748204319103,""fit_peaks_chi_squared"":0.0111067109793,""time"":1.5030002220308805e+09,""fit_peaks_prefactor_total"":1.78031715499,""fit_peaks_grain_size"":335.019220102,""fit_peaks_x_center1"":0.0136282470059},""time"":1.5030002220308805e+09}"
L74S6M6hp50_NoPB_S11_th0.110_1817.2s_T200.004C_5.00s_58442_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":1817.2,""theta"":0.11,""sequence_ID"":58442.0,""annealing_temperature"":200.004},""time"":1.5084270715191152e+09}","{""data"":{""fit_peaks_prefactor1"":1.6101433259,""fit_peaks_d0"":45.6563984968,""fit_peaks_b"":1.59393946232,""fit_peaks_m"":-66.0891537318,""fit_peaks_sigma1"":0.000800190477839,""fit_peaks_chi_squared"":0.0161175586539,""time"":1.5030002225461972e+09,""fit_peaks_prefactor_total"":1.6101433259,""fit_peaks_grain_size"":313.25394941,""fit_peaks_x_center1"":0.0137618943107},""time"":1.5030002225461972e+09}"
L74S6M6hp50_NoPB_S11_th0.110_1876.2s_T200.004C_5.00s_58447_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":1876.2,""theta"":0.11,""sequence_ID"":58447.0,""annealing_temperature"":200.004},""time"":1.5084270715490532e+09}","{""data"":{""fit_peaks_prefactor1"":1.90620619834,""fit_peaks_d0"":45.6939749382,""fit_peaks_b"":1.56382255387,""fit_peaks_m"":-64.8389104037,""fit_peaks_sigma1"":0.000746295478999,""fit_peaks_chi_squared"":0.0162078606954,""time"":1.5030002231792033e+09,""fit_peaks_prefactor_total"":1.90620619834,""fit_peaks_grain_size"":335.876116789,""fit_peaks_x_center1"":0.0137505772165},""time"":1.5030002231792033e+09}"
L74S6M6hp50_NoPB_S11_th0.110_1933.2s_T200.003C_5.00s_58452_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":1933.2,""theta"":0.11,""sequence_ID"":58452.0,""annealing_temperature"":200.003},""time"":1.5084270715886343e+09}","{""data"":{""fit_peaks_prefactor1"":1.94048780612,""fit_peaks_d0"":46.0454558694,""fit_peaks_b"":1.44999729926,""fit_peaks_m"":-59.7637456804,""fit_peaks_sigma1"":0.000791549037462,""fit_peaks_chi_squared"":0.0121460336975,""time"":1.5030002238828466e+09,""fit_peaks_prefactor_total"":1.94048780612,""fit_peaks_grain_size"":316.673782166,""fit_peaks_x_center1"":0.0136456142926},""time"":1.5030002238828466e+09}"
L74S6M6hp50_NoPB_S11_th0.110_1998.2s_T200.004C_5.00s_58457_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":1998.2,""theta"":0.11,""sequence_ID"":58457.0,""annealing_temperature"":200.004},""time"":1.5084270716091778e+09}","{""data"":{""fit_peaks_prefactor1"":1.79552995709,""fit_peaks_d0"":45.9196270844,""fit_peaks_b"":1.33960051956,""fit_peaks_m"":-55.7772013011,""fit_peaks_sigma1"":0.000812223374167,""fit_peaks_chi_squared"":0.0113994371867,""time"":1.5030002245362895e+09,""fit_peaks_prefactor_total"":1.79552995709,""fit_peaks_grain_size"":308.613166569,""fit_peaks_x_center1"":0.0136830059522},""time"":1.5030002245362895e+09}"
L74S6M6hp50_NoPB_S11_th0.110_2061.3s_T200.004C_5.00s_58462_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":2061.3,""theta"":0.11,""sequence_ID"":58462.0,""annealing_temperature"":200.004},""time"":1.5084270716371002e+09}","{""data"":{""fit_peaks_prefactor1"":2.04349748297,""fit_peaks_d0"":45.5122311539,""fit_peaks_b"":1.27958883235,""fit_peaks_m"":-52.0552922301,""fit_peaks_sigma1"":0.000781017914587,""fit_peaks_chi_squared"":0.012211603407,""time"":1.503000225151537e+09,""fit_peaks_prefactor_total"":2.04349748297,""fit_peaks_grain_size"":320.943761701,""fit_peaks_x_center1"":0.0138054873336},""time"":1.503000225151537e+09}"
L74S6M6hp50_NoPB_S11_th0.110_2120.2s_T200.003C_5.00s_58467_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":2120.2,""theta"":0.11,""sequence_ID"":58467.0,""annealing_temperature"":200.003},""time"":1.5084270716495595e+09}","{""data"":{""fit_peaks_prefactor1"":1.65203643613,""fit_peaks_d0"":45.6721527822,""fit_peaks_b"":1.15572990075,""fit_peaks_m"":-46.6961963259,""fit_peaks_sigma1"":0.000783587118588,""fit_peaks_chi_squared"":0.00957971670368,""time"":1.5030002258069851e+09,""fit_peaks_prefactor_total"":1.65203643613,""fit_peaks_grain_size"":319.891460078,""fit_peaks_x_center1"":0.0137571472427},""time"":1.5030002258069851e+09}"
L74S6M6hp50_NoPB_S11_th0.110_2181.3s_T200.004C_5.00s_58472_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":2181.3,""theta"":0.11,""sequence_ID"":58472.0,""annealing_temperature"":200.004},""time"":1.508427071683816e+09}","{""data"":{""fit_peaks_prefactor1"":1.88793974009,""fit_peaks_d0"":45.8971290593,""fit_peaks_b"":1.12950768562,""fit_peaks_m"":-46.1015439447,""fit_peaks_sigma1"":0.000794362848036,""fit_peaks_chi_squared"":0.0109268452788,""time"":1.5030002264568384e+09,""fit_peaks_prefactor_total"":1.88793974009,""fit_peaks_grain_size"":315.552052922,""fit_peaks_x_center1"":0.0136897131388},""time"":1.5030002264568384e+09}"
L74S6M6hp50_NoPB_S11_th0.110_221.1s_T200.531C_5.00s_58307_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":221.1,""theta"":0.11,""sequence_ID"":58307.0,""annealing_temperature"":200.531},""time"":1.5084270717116873e+09}","{""data"":{""fit_peaks_prefactor1"":3.68003923083,""fit_peaks_d0"":45.9552332802,""fit_peaks_b"":1.58826089249,""fit_peaks_m"":-66.1246529045,""fit_peaks_sigma1"":0.000912646310034,""fit_peaks_chi_squared"":0.0240767553283,""time"":1.5030002270815542e+09,""fit_peaks_prefactor_total"":3.68003923083,""fit_peaks_grain_size"":274.654950891,""fit_peaks_x_center1"":0.013672404335},""time"":1.5030002270815542e+09}"
L74S6M6hp50_NoPB_S11_th0.110_2226.4s_T140.000C_5.00s_58287_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":2226.4,""theta"":0.11,""sequence_ID"":58287.0,""annealing_temperature"":140.0},""time"":1.5084270717485886e+09}","{""data"":{""fit_peaks_prefactor1"":103.385666172,""fit_peaks_chi_squared"":6.16027629895,""time"":1.5030038987105153e+09,""fit_peaks_d0"":45.1055951094,""fit_peaks_sigma1"":0.00186831295154,""fit_peaks_alpha"":2.81568249753,""fit_peaks_grain_size"":134.165332022,""fit_peaks_prealpha"":0.000253896803898,""fit_peaks_x_center1"":0.0139299465885,""fit_peaks_prefactor_total"":103.385666172},""time"":1.5030038987105153e+09}"
L74S6M6hp50_NoPB_S11_th0.110_2238.2s_T200.005C_5.00s_58477_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":2238.2,""theta"":0.11,""sequence_ID"":58477.0,""annealing_temperature"":200.005},""time"":1.5084270718162448e+09}","{""data"":{""fit_peaks_prefactor1"":1.83784046508,""fit_peaks_d0"":45.7674505147,""fit_peaks_b"":1.26944071603,""fit_peaks_m"":-51.8877616397,""fit_peaks_sigma1"":0.000799386084237,""fit_peaks_chi_squared"":0.00775060279078,""time"":1.503000228516541e+09,""fit_peaks_prefactor_total"":1.83784046508,""fit_peaks_grain_size"":313.569165646,""fit_peaks_x_center1"":0.0137285018862},""time"":1.503000228516541e+09}"
L74S6M6hp50_NoPB_S11_th0.110_2297.3s_T200.004C_5.00s_58482_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":2297.3,""theta"":0.11,""sequence_ID"":58482.0,""annealing_temperature"":200.004},""time"":1.5084270718576121e+09}","{""data"":{""fit_peaks_prefactor1"":2.00396918871,""fit_peaks_d0"":45.7162923867,""fit_peaks_b"":1.34191315005,""fit_peaks_m"":-55.1945193721,""fit_peaks_sigma1"":0.00077133624671,""fit_peaks_chi_squared"":0.0129892442723,""time"":1.5030002291680202e+09,""fit_peaks_prefactor_total"":2.00396918871,""fit_peaks_grain_size"":324.972187593,""fit_peaks_x_center1"":0.0137438645593},""time"":1.5030002291680202e+09}"
L74S6M6hp50_NoPB_S11_th0.110_2362.3s_T200.004C_5.00s_58487_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":2362.3,""theta"":0.11,""sequence_ID"":58487.0,""annealing_temperature"":200.004},""time"":1.5084270718803823e+09}","{""data"":{""fit_peaks_prefactor1"":2.18472591622,""fit_peaks_d0"":45.8986792286,""fit_peaks_b"":1.31840346093,""fit_peaks_m"":-53.2903639347,""fit_peaks_sigma1"":0.0008184824456,""fit_peaks_chi_squared"":0.0119624806234,""time"":1.5030002298139224e+09,""fit_peaks_prefactor_total"":2.18472591622,""fit_peaks_grain_size"":306.25315034,""fit_peaks_x_center1"":0.0136892507862},""time"":1.5030002298139224e+09}"
L74S6M6hp50_NoPB_S11_th0.110_280.0s_T200.081C_5.00s_58312_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":280.0,""theta"":0.11,""sequence_ID"":58312.0,""annealing_temperature"":200.081},""time"":1.5084270719097378e+09}","{""data"":{""fit_peaks_prefactor1"":3.92047429483,""fit_peaks_d0"":46.0234634161,""fit_peaks_b"":1.71678429377,""fit_peaks_m"":-72.1224892371,""fit_peaks_sigma1"":0.000904203214747,""fit_peaks_chi_squared"":0.0198896288773,""time"":1.503000230452835e+09,""fit_peaks_prefactor_total"":3.92047429483,""fit_peaks_grain_size"":277.219571193,""fit_peaks_x_center1"":0.0136521348912},""time"":1.503000230452835e+09}"
L74S6M6hp50_NoPB_S11_th0.110_341.1s_T200.013C_5.00s_58317_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":341.1,""theta"":0.11,""sequence_ID"":58317.0,""annealing_temperature"":200.013},""time"":1.5084270719510052e+09}","{""data"":{""fit_peaks_prefactor1"":3.90207245851,""fit_peaks_d0"":46.2615096442,""fit_peaks_b"":1.68777045785,""fit_peaks_m"":-70.0794607926,""fit_peaks_sigma1"":0.000941311082,""fit_peaks_chi_squared"":0.022739243331,""time"":1.5030002311119688e+09,""fit_peaks_prefactor_total"":3.90207245851,""fit_peaks_grain_size"":266.291167985,""fit_peaks_x_center1"":0.0135818855794},""time"":1.5030002311119688e+09}"
L74S6M6hp50_NoPB_S11_th0.110_403.1s_T200.007C_5.00s_58322_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":403.1,""theta"":0.11,""sequence_ID"":58322.0,""annealing_temperature"":200.007},""time"":1.508427071967893e+09}","{""data"":{""fit_peaks_prefactor1"":3.64251617299,""fit_peaks_d0"":46.1089781961,""fit_peaks_b"":1.76911340449,""fit_peaks_m"":-73.7553191959,""fit_peaks_sigma1"":0.00091367732115,""fit_peaks_chi_squared"":0.0283150649131,""time"":1.5030002317855315e+09,""fit_peaks_prefactor_total"":3.64251617299,""fit_peaks_grain_size"":274.345024946,""fit_peaks_x_center1"":0.0136268153253},""time"":1.5030002317855315e+09}"
L74S6M6hp50_NoPB_S11_th0.110_461.1s_T200.005C_5.00s_58327_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":461.1,""theta"":0.11,""sequence_ID"":58327.0,""annealing_temperature"":200.005},""time"":1.5084270719832149e+09}","{""data"":{""fit_peaks_prefactor1"":3.1761800035,""fit_peaks_d0"":46.2880852109,""fit_peaks_b"":1.47635072033,""fit_peaks_m"":-61.2035444606,""fit_peaks_sigma1"":0.000978362686895,""fit_peaks_chi_squared"":0.0122265584334,""time"":1.503000232420343e+09,""fit_peaks_prefactor_total"":3.1761800035,""fit_peaks_grain_size"":256.206446567,""fit_peaks_x_center1"":0.0135740877562},""time"":1.503000232420343e+09}"
L74S6M6hp50_NoPB_S11_th0.110_47.1s_T163.274C_5.00s_58292_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":47.1,""theta"":0.11,""sequence_ID"":58292.0,""annealing_temperature"":163.274},""time"":1.5084270719910975e+09}","{""data"":{""fit_peaks_prefactor1"":32.9221215506,""fit_peaks_d0"":45.1759750656,""fit_peaks_b"":21.1206941148,""fit_peaks_m"":-893.484137358,""fit_peaks_sigma1"":0.00175520757123,""fit_peaks_chi_squared"":1.05708107104,""time"":1.5030002330616155e+09,""fit_peaks_prefactor_total"":32.9221215506,""fit_peaks_grain_size"":142.810931067,""fit_peaks_x_center1"":0.0139082450308},""time"":1.5030002330616155e+09}"
L74S6M6hp50_NoPB_S11_th0.110_521.1s_T200.005C_5.00s_58332_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":521.1,""theta"":0.11,""sequence_ID"":58332.0,""annealing_temperature"":200.005},""time"":1.5084270720086415e+09}","{""data"":{""fit_peaks_prefactor1"":2.7720435179,""fit_peaks_d0"":46.2432101301,""fit_peaks_b"":1.7479907283,""fit_peaks_m"":-74.0209745925,""fit_peaks_sigma1"":0.000940526715882,""fit_peaks_chi_squared"":0.0213157091978,""time"":1.5030002337391932e+09,""fit_peaks_prefactor_total"":2.7720435179,""fit_peaks_grain_size"":266.51324543,""fit_peaks_x_center1"":0.0135872602475},""time"":1.5030002337391932e+09}"
L74S6M6hp50_NoPB_S11_th0.110_582.1s_T200.005C_5.00s_58337_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":582.1,""theta"":0.11,""sequence_ID"":58337.0,""annealing_temperature"":200.005},""time"":1.5084270720245924e+09}","{""data"":{""fit_peaks_prefactor1"":2.58289010452,""fit_peaks_d0"":46.3254263494,""fit_peaks_b"":2.11520562031,""fit_peaks_m"":-89.1444209843,""fit_peaks_sigma1"":0.000946360121676,""fit_peaks_chi_squared"":0.0161989415145,""time"":1.50300023440525e+09,""fit_peaks_prefactor_total"":2.58289010452,""fit_peaks_grain_size"":264.870445956,""fit_peaks_x_center1"":0.0135631462079},""time"":1.50300023440525e+09}"
L74S6M6hp50_NoPB_S11_th0.110_640.1s_T200.004C_5.00s_58342_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":640.1,""theta"":0.11,""sequence_ID"":58342.0,""annealing_temperature"":200.004},""time"":1.5084270720499947e+09}","{""data"":{""fit_peaks_prefactor1"":2.71771532955,""fit_peaks_d0"":46.4280338113,""fit_peaks_b"":1.58834147499,""fit_peaks_m"":-66.8835949632,""fit_peaks_sigma1"":0.000921862248024,""fit_peaks_chi_squared"":0.0176186227498,""time"":1.5030002350672076e+09,""fit_peaks_prefactor_total"":2.71771532955,""fit_peaks_grain_size"":271.909201185,""fit_peaks_x_center1"":0.0135331712144},""time"":1.5030002350672076e+09}"
L74S6M6hp50_NoPB_S11_th0.110_697.1s_T200.005C_5.00s_58347_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":697.1,""theta"":0.11,""sequence_ID"":58347.0,""annealing_temperature"":200.005},""time"":1.5084270720743046e+09}","{""data"":{""fit_peaks_prefactor1"":2.86191141634,""fit_peaks_chi_squared"":0.00924046376831,""fit_peaks_b"":1.46222868925,""fit_peaks_m"":-61.7387266352,""fit_peaks_x_center1"":0.0135019387768,""fit_peaks_d0"":46.5354302892,""fit_peaks_sigma1"":0.000899113152216,""time"":1.5030034027222037e+09,""fit_peaks_grain_size"":278.788967601,""fit_peaks_prefactor_total"":2.86191141634},""time"":1.5030034027222037e+09}"
L74S6M6hp50_NoPB_S11_th0.110_758.1s_T200.004C_5.00s_58352_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":758.1,""theta"":0.11,""sequence_ID"":58352.0,""annealing_temperature"":200.004},""time"":1.5084270721001534e+09}","{""data"":{""fit_peaks_prefactor1"":2.96211436853,""fit_peaks_chi_squared"":0.0135963676373,""fit_peaks_b"":1.65261480829,""fit_peaks_m"":-71.0741182718,""fit_peaks_sigma1"":0.000918494473397,""fit_peaks_d0"":46.2882197894,""fit_peaks_grain_size"":272.906190209,""time"":1.5030033946183093e+09,""fit_peaks_prefactor_total"":2.96211436853,""fit_peaks_x_center1"":0.0135740482908},""time"":1.5030033946183093e+09}"
L74S6M6hp50_NoPB_S11_th0.110_815.1s_T200.004C_5.00s_58357_saxs,L74S6M6hp50_NoPB_S11,"{""data"":{""annealing_time"":815.1,""theta"":0.11,""sequence_ID"":58357.0,""annealing_temperature"":200.004},""time"":1.5084270721350343e+09}","{""data"":{""fit_peaks_prefactor1"":2.8088222785,""fit_peaks_d0"":46.5534395333,""fit_peaks_b"":1.55984172991,""fit_peaks_m"":-65.7872303836,""fit_peaks_x_center1"":0.0134967155385,""fit_peaks_sigma1"":0.00100987987072,""fit_peaks_chi_squared"":0.0202746729041,""time"":1.5030033860026202e+09,""fit_peaks_grain_size"":248.210539421,""fit_peaks_prefactor_total"":2.8088222785},""time"":1.5030033860026202e+09}"
